time,north,east,south,west
9899.0,200.0,200.0,200.0,200.0
9953.0,200.0,200.0,200.0,200.0
10018.0,200.0,200.0,200.0,200.0
10067.0,200.0,200.0,200.0,200.0
10118.0,200.0,200.0,200.0,200.0
10166.0,200.0,200.0,200.0,200.0
10216.0,200.0,200.0,200.0,200.0
10274.0,200.0,200.0,200.0,200.0
10327.0,200.0,200.0,200.0,200.0
10379.0,200.0,200.0,200.0,200.0
10428.0,200.0,200.0,200.0,200.0
10477.0,200.0,200.0,200.0,200.0
10527.0,200.0,200.0,200.0,200.0
10578.0,200.0,200.0,200.0,200.0
10633.0,200.0,200.0,200.0,200.0
10683.0,200.0,200.0,200.0,200.0
10735.0,162.0,200.0,200.0,200.0
10786.0,162.0,200.0,200.0,200.0
10839.0,162.0,200.0,200.0,200.0
10887.0,163.0,200.0,200.0,200.0
10936.0,163.0,200.0,200.0,200.0
10988.0,163.0,200.0,200.0,200.0
11040.0,163.0,200.0,200.0,200.0
11089.0,163.0,200.0,200.0,200.0
11142.0,163.0,200.0,200.0,200.0
11191.0,163.0,200.0,200.0,200.0
11244.0,200.0,200.0,200.0,200.0
11296.0,200.0,200.0,200.0,200.0
11347.0,200.0,200.0,200.0,200.0
11400.0,200.0,200.0,200.0,200.0
11453.0,200.0,200.0,200.0,200.0
11504.0,200.0,200.0,200.0,200.0
11556.0,200.0,200.0,200.0,200.0
11609.0,200.0,200.0,200.0,200.0
11661.0,200.0,200.0,200.0,200.0
11711.0,200.0,200.0,200.0,200.0
11763.0,200.0,200.0,200.0,200.0
11811.0,200.0,200.0,200.0,200.0
11862.0,200.0,200.0,200.0,200.0
11914.0,200.0,200.0,200.0,200.0
11968.0,200.0,200.0,200.0,200.0
12019.0,200.0,200.0,200.0,200.0
12069.0,165.0,200.0,200.0,200.0
12124.0,165.0,200.0,200.0,200.0
12177.0,158.0,200.0,200.0,200.0
12233.0,158.0,200.0,200.0,200.0
12293.0,164.0,200.0,200.0,200.0
12343.0,164.0,200.0,200.0,200.0
12393.0,164.0,200.0,200.0,200.0
12454.0,200.0,200.0,200.0,200.0
12508.0,200.0,200.0,200.0,200.0
12557.0,164.0,200.0,200.0,200.0
12608.0,164.0,200.0,200.0,200.0
12657.0,164.0,200.0,200.0,200.0
12705.0,157.0,200.0,200.0,200.0
12757.0,157.0,200.0,200.0,200.0
12809.0,157.0,200.0,200.0,200.0
12865.0,163.0,200.0,200.0,200.0
12916.0,163.0,200.0,200.0,200.0
12969.0,163.0,200.0,200.0,200.0
13022.0,163.0,200.0,200.0,200.0
13072.0,163.0,200.0,200.0,200.0
13121.0,163.0,200.0,200.0,200.0
13173.0,163.0,200.0,200.0,200.0
13224.0,200.0,200.0,200.0,200.0
13273.0,200.0,200.0,200.0,200.0
13324.0,200.0,200.0,200.0,200.0
13378.0,200.0,200.0,200.0,200.0
13434.0,200.0,200.0,200.0,200.0
13488.0,165.0,200.0,200.0,200.0
13538.0,165.0,200.0,200.0,200.0
13587.0,165.0,200.0,200.0,200.0
13640.0,164.0,200.0,200.0,200.0
13689.0,164.0,200.0,200.0,200.0
13737.0,164.0,200.0,200.0,200.0
13787.0,163.0,200.0,200.0,200.0
13839.0,163.0,200.0,200.0,200.0
13893.0,163.0,200.0,200.0,200.0
13943.0,163.0,200.0,200.0,200.0
13992.0,163.0,200.0,200.0,200.0
14045.0,163.0,200.0,200.0,200.0
14096.0,163.0,200.0,200.0,200.0
14151.0,164.0,200.0,200.0,200.0
14201.0,164.0,200.0,200.0,200.0
14253.0,164.0,200.0,200.0,200.0
14312.0,163.0,200.0,200.0,200.0
14364.0,163.0,200.0,200.0,200.0
14416.0,163.0,200.0,200.0,200.0
14469.0,163.0,200.0,200.0,200.0
14518.0,163.0,200.0,200.0,200.0
14573.0,200.0,200.0,200.0,200.0
14622.0,200.0,200.0,200.0,200.0
14674.0,162.0,200.0,200.0,200.0
14723.0,162.0,200.0,200.0,200.0
14777.0,162.0,200.0,200.0,200.0
14830.0,163.0,200.0,200.0,200.0
14883.0,163.0,200.0,200.0,200.0
14940.0,163.0,200.0,200.0,200.0
14993.0,163.0,200.0,200.0,200.0
15042.0,163.0,200.0,200.0,200.0
15091.0,200.0,200.0,200.0,200.0
15142.0,200.0,200.0,200.0,200.0
15193.0,200.0,200.0,200.0,200.0
15245.0,200.0,200.0,200.0,200.0
15301.0,200.0,200.0,200.0,200.0
15354.0,200.0,200.0,200.0,200.0
15405.0,200.0,200.0,200.0,200.0
15457.0,200.0,200.0,200.0,200.0
15506.0,200.0,200.0,200.0,200.0
15564.0,200.0,200.0,200.0,200.0
15615.0,200.0,200.0,200.0,200.0
15666.0,200.0,200.0,200.0,200.0
15718.0,200.0,200.0,200.0,200.0
15770.0,163.0,200.0,200.0,200.0
15831.0,163.0,200.0,200.0,200.0
15885.0,200.0,200.0,200.0,200.0
15941.0,200.0,200.0,200.0,200.0
15990.0,200.0,200.0,200.0,200.0
16040.0,200.0,200.0,200.0,200.0
16092.0,200.0,200.0,200.0,200.0
16145.0,200.0,200.0,200.0,200.0
16201.0,200.0,200.0,200.0,200.0
16251.0,200.0,200.0,200.0,200.0
16303.0,200.0,200.0,200.0,200.0
16359.0,200.0,200.0,200.0,200.0
16411.0,200.0,200.0,200.0,200.0
16462.0,200.0,200.0,200.0,200.0
16513.0,200.0,200.0,200.0,200.0
16564.0,200.0,200.0,200.0,200.0
16615.0,200.0,200.0,200.0,200.0
16667.0,200.0,200.0,200.0,200.0
16718.0,200.0,200.0,200.0,200.0
16772.0,200.0,200.0,200.0,200.0
16823.0,200.0,200.0,200.0,200.0
16875.0,200.0,200.0,200.0,200.0
16924.0,200.0,200.0,200.0,200.0
16973.0,200.0,200.0,200.0,200.0
17024.0,200.0,200.0,200.0,200.0
17075.0,200.0,200.0,200.0,200.0
17129.0,200.0,200.0,200.0,200.0
17180.0,200.0,200.0,200.0,200.0
17233.0,200.0,200.0,200.0,200.0
17284.0,200.0,200.0,200.0,200.0
17349.0,200.0,200.0,200.0,200.0
17399.0,200.0,200.0,200.0,200.0
17448.0,200.0,200.0,200.0,200.0
17511.0,200.0,200.0,200.0,200.0
17566.0,200.0,200.0,200.0,200.0
17621.0,200.0,200.0,200.0,200.0
17669.0,200.0,200.0,200.0,200.0
17716.0,200.0,200.0,200.0,200.0
17766.0,200.0,200.0,200.0,200.0
17815.0,200.0,200.0,200.0,200.0
17863.0,200.0,200.0,200.0,200.0
17914.0,200.0,200.0,200.0,200.0
17967.0,200.0,200.0,200.0,200.0
18021.0,200.0,200.0,200.0,200.0
18073.0,200.0,200.0,200.0,200.0
18125.0,200.0,200.0,200.0,200.0
18174.0,200.0,200.0,200.0,200.0
18225.0,200.0,200.0,200.0,200.0
18274.0,200.0,200.0,200.0,200.0
18325.0,200.0,200.0,200.0,200.0
18376.0,200.0,200.0,200.0,200.0
18427.0,200.0,200.0,200.0,200.0
18476.0,200.0,200.0,200.0,200.0
18523.0,200.0,200.0,200.0,200.0
18576.0,200.0,200.0,200.0,200.0
18626.0,200.0,200.0,200.0,200.0
18676.0,200.0,200.0,200.0,200.0
18724.0,200.0,200.0,200.0,200.0
18773.0,200.0,200.0,200.0,200.0
18825.0,200.0,200.0,200.0,200.0
18874.0,200.0,200.0,200.0,200.0
18924.0,200.0,200.0,200.0,200.0
18973.0,200.0,200.0,200.0,200.0
19026.0,200.0,200.0,200.0,200.0
19077.0,200.0,200.0,200.0,200.0
19129.0,200.0,200.0,200.0,200.0
19178.0,200.0,200.0,200.0,200.0
19231.0,200.0,200.0,200.0,200.0
19282.0,200.0,200.0,200.0,200.0
19335.0,200.0,200.0,200.0,200.0
19385.0,200.0,200.0,200.0,200.0
19435.0,200.0,200.0,200.0,200.0
19490.0,200.0,200.0,200.0,200.0
19543.0,200.0,200.0,200.0,200.0
19594.0,200.0,200.0,200.0,200.0
19644.0,200.0,200.0,200.0,200.0
19697.0,200.0,200.0,200.0,200.0
19747.0,200.0,200.0,200.0,200.0
19799.0,200.0,200.0,200.0,200.0
19852.0,200.0,200.0,200.0,200.0
19905.0,200.0,200.0,200.0,200.0
19956.0,200.0,200.0,200.0,200.0
20004.0,200.0,200.0,200.0,200.0
20054.0,200.0,200.0,200.0,200.0
20104.0,200.0,200.0,200.0,200.0
20157.0,200.0,200.0,200.0,200.0
20209.0,200.0,200.0,200.0,200.0
20261.0,200.0,200.0,200.0,200.0
20309.0,200.0,200.0,200.0,200.0
20359.0,200.0,200.0,200.0,200.0
20408.0,200.0,200.0,200.0,200.0
20459.0,200.0,200.0,200.0,200.0
20511.0,163.0,200.0,200.0,200.0
20561.0,163.0,200.0,200.0,200.0
20617.0,200.0,200.0,200.0,200.0
20668.0,200.0,200.0,200.0,200.0
20720.0,200.0,200.0,200.0,200.0
20772.0,157.0,200.0,200.0,200.0
20821.0,157.0,200.0,200.0,200.0
20872.0,157.0,200.0,200.0,200.0
20923.0,157.0,200.0,200.0,200.0
20972.0,157.0,200.0,200.0,200.0
21025.0,157.0,200.0,200.0,200.0
21078.0,158.0,200.0,200.0,200.0
21138.0,164.0,200.0,200.0,200.0
21190.0,164.0,200.0,200.0,200.0
21242.0,164.0,200.0,200.0,200.0
21292.0,200.0,200.0,200.0,200.0
21342.0,200.0,200.0,200.0,200.0
21396.0,200.0,200.0,200.0,200.0
21450.0,163.0,200.0,200.0,200.0
21501.0,163.0,200.0,200.0,200.0
21557.0,163.0,200.0,200.0,200.0
21610.0,163.0,200.0,200.0,200.0
21660.0,163.0,200.0,200.0,200.0
21713.0,158.0,200.0,200.0,200.0
21763.0,158.0,200.0,200.0,200.0
21813.0,200.0,200.0,200.0,200.0
21862.0,200.0,200.0,200.0,200.0
21909.0,200.0,200.0,200.0,200.0
21960.0,200.0,200.0,200.0,200.0
22011.0,200.0,200.0,200.0,200.0
22060.0,200.0,200.0,200.0,200.0
22113.0,200.0,200.0,200.0,200.0
22163.0,200.0,200.0,200.0,200.0
22211.0,200.0,200.0,200.0,200.0
22261.0,200.0,200.0,200.0,200.0
22309.0,200.0,200.0,200.0,200.0
22357.0,200.0,200.0,200.0,200.0
22407.0,200.0,200.0,200.0,200.0
22454.0,200.0,200.0,200.0,200.0
22505.0,139.0,200.0,200.0,200.0
22558.0,139.0,200.0,200.0,200.0
22619.0,200.0,200.0,200.0,200.0
22680.0,200.0,200.0,200.0,200.0
22734.0,200.0,200.0,200.0,200.0
22787.0,200.0,200.0,200.0,200.0
22838.0,200.0,200.0,200.0,200.0
22897.0,200.0,200.0,200.0,200.0
22945.0,200.0,200.0,200.0,200.0
22994.0,200.0,200.0,200.0,200.0
23042.0,200.0,200.0,200.0,200.0
23091.0,200.0,200.0,200.0,200.0
23156.0,200.0,200.0,200.0,200.0
23205.0,200.0,200.0,200.0,200.0
23257.0,162.0,200.0,200.0,200.0
23307.0,162.0,200.0,200.0,200.0
23357.0,162.0,200.0,200.0,200.0
23412.0,162.0,200.0,200.0,200.0
23461.0,162.0,200.0,200.0,200.0
23510.0,162.0,200.0,200.0,200.0
23559.0,200.0,200.0,200.0,200.0
23606.0,200.0,200.0,200.0,200.0
23663.0,200.0,200.0,200.0,200.0
23712.0,200.0,200.0,200.0,200.0
23758.0,200.0,200.0,200.0,200.0
23805.0,200.0,200.0,200.0,200.0
23852.0,200.0,200.0,200.0,200.0
23907.0,200.0,200.0,200.0,200.0
23956.0,200.0,200.0,200.0,200.0
24012.0,200.0,200.0,200.0,200.0
24063.0,200.0,200.0,200.0,200.0
24117.0,200.0,200.0,200.0,200.0
24170.0,200.0,200.0,200.0,200.0
24225.0,200.0,200.0,200.0,200.0
24276.0,200.0,200.0,200.0,200.0
24327.0,200.0,200.0,200.0,200.0
24379.0,200.0,200.0,200.0,200.0
24431.0,200.0,200.0,200.0,200.0
24483.0,200.0,200.0,200.0,200.0
24534.0,200.0,200.0,200.0,200.0
24583.0,151.0,200.0,200.0,200.0
24637.0,151.0,200.0,200.0,200.0
24688.0,151.0,200.0,200.0,200.0
24741.0,200.0,200.0,200.0,200.0
24794.0,200.0,200.0,200.0,200.0
24845.0,200.0,200.0,200.0,200.0
24900.0,200.0,200.0,200.0,200.0
24950.0,200.0,200.0,200.0,200.0
25000.0,200.0,200.0,200.0,200.0
25053.0,200.0,200.0,200.0,200.0
25103.0,200.0,200.0,200.0,200.0
25154.0,200.0,200.0,200.0,200.0
25210.0,200.0,200.0,200.0,200.0
25266.0,200.0,200.0,200.0,200.0
25320.0,200.0,200.0,200.0,200.0
25372.0,200.0,200.0,200.0,200.0
25441.0,200.0,200.0,200.0,200.0
25491.0,200.0,200.0,200.0,200.0
25542.0,200.0,200.0,200.0,200.0
25595.0,200.0,200.0,200.0,200.0
25647.0,170.0,200.0,200.0,200.0
25698.0,170.0,200.0,200.0,200.0
25747.0,170.0,200.0,200.0,200.0
25800.0,165.0,200.0,200.0,200.0
25854.0,165.0,200.0,200.0,200.0
25909.0,168.0,200.0,200.0,200.0
25959.0,168.0,200.0,200.0,200.0
26012.0,168.0,200.0,200.0,200.0
26073.0,168.0,200.0,200.0,200.0
26437.0,0.0,0.0,0.0,0.0
26643.0,0.0,0.0,0.0,0.0
26804.0,0.0,0.0,0.0,0.0
26871.0,0.0,0.0,0.0,0.0
26942.0,0.0,0.0,0.0,0.0
27010.0,0.0,0.0,0.0,0.0
27073.0,0.0,0.0,0.0,0.0
27129.0,0.0,0.0,0.0,0.0
27181.0,0.0,0.0,0.0,0.0
27237.0,0.0,0.0,0.0,0.0
27291.0,0.0,0.0,0.0,0.0
27348.0,0.0,0.0,0.0,0.0
27401.0,0.0,0.0,0.0,0.0
27458.0,0.0,0.0,0.0,0.0
27515.0,0.0,0.0,0.0,0.0
27572.0,0.0,0.0,0.0,0.0
27627.0,0.0,0.0,0.0,0.0
27705.0,0.0,0.0,0.0,0.0
27765.0,0.0,0.0,0.0,0.0
27819.0,0.0,0.0,0.0,0.0
27870.0,0.0,0.0,0.0,0.0
27930.0,0.0,0.0,0.0,0.0
27982.0,0.0,0.0,0.0,0.0
28031.0,0.0,0.0,0.0,0.0
28081.0,0.0,0.0,0.0,0.0
28136.0,0.0,0.0,0.0,0.0
28189.0,0.0,0.0,0.0,0.0
28260.0,0.0,0.0,0.0,0.0
28313.0,0.0,0.0,0.0,0.0
28365.0,0.0,0.0,0.0,0.0
28413.0,0.0,0.0,0.0,0.0
28473.0,0.0,0.0,0.0,0.0
28527.0,0.0,0.0,0.0,0.0
28582.0,200.0,147.0,200.0,200.0
28637.0,200.0,200.0,200.0,200.0
28689.0,200.0,200.0,200.0,200.0
28742.0,200.0,200.0,200.0,200.0
28797.0,200.0,200.0,200.0,200.0
28853.0,200.0,200.0,200.0,200.0
28904.0,200.0,200.0,200.0,200.0
28960.0,170.0,200.0,200.0,200.0
29014.0,170.0,200.0,200.0,200.0
29067.0,168.0,200.0,200.0,200.0
29121.0,168.0,200.0,200.0,200.0
29176.0,168.0,200.0,200.0,200.0
29229.0,168.0,200.0,200.0,200.0
29278.0,168.0,200.0,200.0,200.0
29329.0,168.0,200.0,200.0,200.0
29379.0,168.0,200.0,200.0,200.0
29431.0,168.0,200.0,200.0,200.0
29487.0,170.0,200.0,200.0,200.0
29538.0,170.0,200.0,200.0,200.0
29593.0,170.0,200.0,200.0,200.0
29645.0,170.0,200.0,200.0,200.0
29699.0,200.0,200.0,200.0,200.0
29749.0,200.0,200.0,200.0,200.0
29802.0,200.0,200.0,200.0,200.0
29856.0,169.0,200.0,200.0,200.0
29909.0,169.0,200.0,200.0,200.0
29980.0,168.0,200.0,200.0,200.0
30034.0,168.0,200.0,200.0,200.0
30088.0,168.0,200.0,200.0,200.0
30143.0,169.0,200.0,200.0,200.0
30199.0,169.0,200.0,200.0,200.0
30249.0,168.0,200.0,200.0,200.0
30300.0,168.0,200.0,200.0,200.0
30350.0,168.0,200.0,200.0,200.0
30399.0,168.0,200.0,200.0,200.0
30447.0,168.0,200.0,200.0,200.0
30497.0,168.0,200.0,200.0,200.0
30546.0,168.0,200.0,200.0,200.0
30596.0,168.0,200.0,200.0,200.0
30645.0,167.0,200.0,200.0,200.0
30694.0,167.0,200.0,200.0,200.0
30746.0,167.0,200.0,200.0,200.0
30796.0,168.0,200.0,200.0,200.0
30845.0,168.0,200.0,200.0,200.0
30896.0,200.0,200.0,200.0,200.0
30947.0,200.0,200.0,200.0,200.0
31001.0,200.0,200.0,200.0,200.0
31052.0,168.0,200.0,200.0,200.0
31103.0,168.0,200.0,200.0,200.0
31154.0,168.0,200.0,200.0,200.0
31205.0,169.0,200.0,200.0,200.0
31265.0,169.0,200.0,200.0,200.0
31316.0,168.0,200.0,200.0,200.0
31369.0,168.0,200.0,200.0,200.0
31420.0,168.0,200.0,200.0,200.0
31473.0,168.0,200.0,200.0,200.0
31526.0,168.0,200.0,200.0,200.0
31578.0,168.0,200.0,200.0,200.0
31632.0,168.0,200.0,200.0,200.0
31685.0,200.0,200.0,200.0,200.0
31740.0,200.0,200.0,200.0,200.0
31790.0,200.0,200.0,200.0,200.0
31847.0,168.0,200.0,200.0,200.0
31897.0,168.0,200.0,200.0,200.0
31953.0,170.0,200.0,200.0,200.0
32007.0,170.0,200.0,200.0,200.0
32063.0,170.0,200.0,200.0,200.0
32112.0,168.0,200.0,200.0,200.0
32164.0,168.0,200.0,200.0,200.0
32217.0,168.0,200.0,200.0,200.0
32273.0,165.0,200.0,200.0,200.0
32326.0,165.0,200.0,200.0,200.0
32378.0,162.0,200.0,200.0,200.0
32428.0,162.0,200.0,200.0,200.0
32479.0,162.0,200.0,200.0,200.0
32531.0,162.0,200.0,200.0,200.0
32581.0,162.0,200.0,200.0,200.0
32634.0,163.0,200.0,200.0,200.0
32686.0,163.0,200.0,200.0,200.0
32754.0,162.0,200.0,200.0,200.0
32808.0,162.0,200.0,200.0,200.0
32860.0,162.0,200.0,200.0,200.0
32909.0,162.0,200.0,200.0,200.0
32957.0,162.0,200.0,200.0,200.0
33008.0,162.0,200.0,200.0,200.0
33058.0,162.0,200.0,200.0,200.0
33109.0,162.0,200.0,200.0,200.0
33161.0,162.0,200.0,200.0,200.0
33214.0,162.0,200.0,200.0,200.0
33266.0,162.0,200.0,200.0,200.0
33317.0,163.0,200.0,200.0,200.0
33366.0,163.0,200.0,200.0,200.0
33421.0,162.0,200.0,200.0,200.0
33469.0,162.0,200.0,200.0,200.0
33525.0,162.0,200.0,200.0,200.0
33578.0,162.0,200.0,200.0,200.0
33630.0,162.0,200.0,200.0,200.0
33681.0,200.0,200.0,200.0,200.0
33731.0,200.0,200.0,200.0,200.0
33780.0,200.0,200.0,200.0,200.0
33829.0,163.0,200.0,200.0,200.0
33884.0,163.0,200.0,200.0,200.0
33933.0,163.0,200.0,200.0,200.0
33985.0,163.0,200.0,200.0,200.0
34037.0,163.0,200.0,200.0,200.0
34085.0,163.0,200.0,200.0,200.0
34136.0,163.0,200.0,200.0,200.0
34195.0,163.0,200.0,200.0,200.0
34247.0,162.0,200.0,200.0,200.0
34301.0,162.0,200.0,200.0,200.0
34351.0,162.0,200.0,200.0,200.0
34402.0,162.0,200.0,200.0,200.0
34455.0,162.0,200.0,200.0,200.0
34502.0,162.0,200.0,200.0,200.0
34552.0,162.0,200.0,200.0,200.0
34605.0,163.0,200.0,200.0,200.0
34653.0,163.0,200.0,200.0,200.0
34704.0,163.0,200.0,200.0,200.0
34755.0,163.0,200.0,200.0,200.0
34804.0,163.0,200.0,200.0,200.0
34858.0,163.0,200.0,200.0,200.0
34910.0,163.0,200.0,200.0,200.0
34965.0,163.0,200.0,200.0,200.0
35039.0,163.0,200.0,200.0,200.0
35089.0,163.0,200.0,200.0,200.0
35142.0,163.0,200.0,200.0,200.0
35194.0,163.0,200.0,200.0,200.0
35245.0,163.0,200.0,200.0,200.0
35297.0,164.0,200.0,200.0,200.0
35350.0,164.0,200.0,200.0,200.0
35404.0,200.0,200.0,200.0,200.0
35454.0,200.0,200.0,200.0,200.0
35504.0,200.0,200.0,200.0,200.0
35554.0,200.0,200.0,200.0,200.0
35609.0,200.0,200.0,200.0,200.0
35661.0,200.0,200.0,200.0,200.0
35717.0,200.0,200.0,200.0,200.0
35769.0,164.0,200.0,200.0,200.0
35822.0,164.0,200.0,200.0,200.0
35872.0,164.0,200.0,200.0,200.0
35928.0,163.0,200.0,200.0,200.0
35982.0,163.0,200.0,200.0,200.0
36050.0,163.0,200.0,200.0,200.0
36104.0,163.0,200.0,200.0,200.0
36154.0,163.0,200.0,200.0,200.0
36205.0,163.0,200.0,200.0,200.0
36257.0,163.0,200.0,200.0,200.0
36308.0,163.0,200.0,200.0,200.0
36359.0,163.0,200.0,200.0,200.0
36411.0,163.0,200.0,200.0,200.0
36464.0,162.0,200.0,200.0,200.0
36514.0,162.0,200.0,200.0,200.0
36566.0,162.0,200.0,200.0,200.0
36620.0,162.0,200.0,200.0,200.0
36675.0,162.0,200.0,200.0,200.0
36727.0,162.0,200.0,200.0,200.0
36778.0,162.0,200.0,200.0,200.0
36833.0,169.0,200.0,200.0,200.0
36889.0,169.0,200.0,200.0,200.0
36945.0,169.0,200.0,200.0,200.0
36996.0,163.0,200.0,200.0,200.0
37054.0,163.0,200.0,200.0,200.0
37103.0,163.0,200.0,200.0,200.0
37154.0,200.0,200.0,200.0,200.0
37202.0,200.0,200.0,200.0,200.0
37254.0,200.0,200.0,200.0,200.0
37304.0,200.0,200.0,200.0,200.0
37352.0,200.0,200.0,200.0,200.0
37401.0,200.0,200.0,200.0,200.0
37447.0,200.0,200.0,200.0,200.0
37495.0,200.0,200.0,200.0,200.0
37554.0,200.0,200.0,200.0,200.0
37607.0,200.0,200.0,200.0,200.0
37658.0,200.0,200.0,200.0,200.0
37711.0,200.0,200.0,200.0,200.0
37764.0,200.0,200.0,200.0,200.0
37818.0,200.0,200.0,200.0,200.0
37886.0,200.0,200.0,200.0,200.0
37945.0,200.0,200.0,200.0,200.0
37996.0,200.0,200.0,200.0,200.0
38044.0,200.0,200.0,200.0,200.0
38094.0,200.0,200.0,200.0,200.0
38142.0,200.0,200.0,200.0,200.0
38192.0,200.0,200.0,200.0,200.0
38240.0,200.0,200.0,200.0,200.0
38288.0,200.0,200.0,200.0,200.0
38343.0,200.0,200.0,200.0,200.0
38394.0,200.0,200.0,200.0,200.0
38451.0,200.0,200.0,200.0,200.0
38502.0,200.0,200.0,200.0,200.0
38552.0,200.0,200.0,200.0,200.0
38606.0,200.0,200.0,200.0,200.0
38659.0,200.0,200.0,200.0,200.0
38710.0,200.0,200.0,200.0,200.0
38760.0,200.0,200.0,200.0,200.0
38820.0,200.0,200.0,200.0,200.0
38872.0,200.0,200.0,200.0,200.0
38922.0,200.0,200.0,200.0,200.0
38976.0,200.0,200.0,200.0,200.0
39027.0,200.0,200.0,200.0,200.0
39083.0,200.0,200.0,200.0,200.0
39134.0,200.0,200.0,200.0,200.0
39189.0,200.0,200.0,200.0,200.0
39240.0,200.0,200.0,200.0,200.0
39293.0,200.0,200.0,200.0,200.0
39346.0,200.0,200.0,200.0,200.0
39401.0,200.0,200.0,200.0,200.0
39453.0,200.0,200.0,200.0,200.0
39508.0,200.0,200.0,200.0,200.0
39560.0,200.0,200.0,200.0,200.0
39610.0,200.0,200.0,200.0,200.0
39661.0,200.0,200.0,200.0,200.0
39714.0,200.0,200.0,200.0,200.0
39765.0,200.0,200.0,200.0,200.0
39815.0,200.0,200.0,200.0,200.0
39871.0,200.0,200.0,200.0,200.0
39921.0,200.0,200.0,200.0,200.0
39973.0,200.0,200.0,200.0,200.0
40024.0,200.0,200.0,200.0,200.0
40078.0,200.0,200.0,200.0,200.0
40131.0,200.0,200.0,200.0,200.0
40184.0,200.0,200.0,200.0,200.0
40240.0,200.0,200.0,200.0,200.0
40294.0,55.0,200.0,200.0,200.0
40345.0,55.0,200.0,200.0,200.0
40399.0,55.0,200.0,200.0,200.0
40453.0,200.0,200.0,200.0,200.0
40502.0,200.0,200.0,200.0,200.0
40554.0,200.0,200.0,200.0,200.0
40606.0,200.0,200.0,200.0,200.0
40657.0,200.0,200.0,200.0,200.0
40708.0,200.0,200.0,200.0,200.0
40758.0,200.0,200.0,200.0,200.0
40807.0,32.0,200.0,200.0,200.0
40862.0,32.0,200.0,200.0,200.0
40914.0,32.0,200.0,200.0,200.0
40966.0,200.0,200.0,200.0,200.0
41016.0,200.0,200.0,200.0,200.0
41067.0,41.0,200.0,200.0,200.0
41121.0,41.0,200.0,200.0,200.0
41172.0,41.0,200.0,200.0,200.0
41223.0,29.0,200.0,200.0,200.0
41276.0,29.0,200.0,200.0,200.0
41328.0,29.0,200.0,200.0,200.0
41377.0,200.0,200.0,200.0,200.0
41431.0,200.0,200.0,200.0,200.0
41484.0,30.0,200.0,200.0,200.0
41535.0,30.0,200.0,200.0,200.0
41590.0,35.0,200.0,200.0,200.0
41641.0,35.0,200.0,200.0,200.0
41693.0,35.0,200.0,200.0,200.0
